word,condition,surppress,rate,participant
弁当 [弁当],cue,nothink,3,31
弁当 [みりん],tar,nothink,4,31
弁当 [ランチ],sub,nothink,3,31
幼児 [幼児],cue,nothink,1,31
幼児 [ピアノ],tar,nothink,2,31
幼児 [おしゃぶり],sub,nothink,2,31
新年 [新年],cue,nothink,2,31
新年 [ニュース],tar,nothink,4,31
新年 [モチつき],sub,nothink,4,31
電車 [電車],cue,nothink,4,31
電車 [カップル],tar,nothink,4,31
電車 [レール],sub,nothink,3,31
油絵 [油絵],cue,nothink,2,31
油絵 [ローマ],tar,nothink,4,31
油絵 [デッサン],sub,nothink,2,31
雨雲 [雨雲],cue,nothink,4,31
雨雲 [トラック],tar,nothink,3,31
雨雲 [あられ],sub,nothink,2,31
公園 [公園],cue,nothink,4,31
公園 [マナー],tar,nothink,4,31
公園 [シーソー],sub,nothink,4,31
王様 [王様],cue,nothink,2,31
王様 [カジノ],tar,nothink,4,31
王様 [マント],sub,nothink,4,31
浴衣 [浴衣],cue,nothink,4,31
浴衣 [おんぶ],tar,nothink,4,31
浴衣 [うちわ],sub,nothink,3,31
映画 [映画],cue,nothink,4,31
映画 [ムード],tar,nothink,4,31
映画 [フィルム],sub,nothink,2,31
和室 [和室],cue,nothink,5,31
和室 [ろうそく],tar,nothink,1,31
和室 [ふすま],sub,nothink,4,31
財布 [財布],cue,think,3,31
財布 [ワニ],tar,think,5,31
財布 [カード],sub,think,3,31
香水 [香水],cue,think,2,31
香水 [モデル],tar,think,4,31
香水 [スプレー],sub,think,1,31
屋台 [屋台],cue,think,3,31
屋台 [まぐろ],tar,think,4,31
屋台 [おしぼり],sub,think,1,31
漫才 [漫才],cue,think,3,31
漫才 [スーツ],tar,think,4,31
漫才 [ギャグ],sub,think,1,31
網戸 [網戸],cue,think,1,31
網戸 [とんぼ],tar,think,5,31
網戸 [カーテン],sub,think,1,31
雪国 [雪国],cue,think,3,31
雪国 [カレー],tar,think,4,31
雪国 [ストーブ],sub,think,1,31
彫刻 [彫刻],cue,think,3,31
彫刻 [ダイヤ],tar,think,4,31
彫刻 [ナイフ],sub,think,1,31
登山 [登山],cue,think,3,31
登山 [ラジオ],tar,think,4,31
登山 [アルプス],sub,think,1,31
満月 [満月],cue,think,2,31
満月 [ベランダ],tar,think,5,31
満月 [クレーター],sub,think,1,31
都会 [都会],cue,think,3,31
都会 [ジャズ],tar,think,1,31
都会 [ビル],sub,think,1,31
旅行 [旅行],cue,think,3,31
旅行 [ビール],tar,think,4,31
旅行 [ホテル],sub,think,1,31
洞窟 [洞窟],cue,think,4,31
洞窟 [コンパス],tar,think,4,31
洞窟 [こうもり],sub,think,1,31
砂漠 [砂漠],cue,think,4,31
砂漠 [ゴルフ],tar,think,4,31
砂漠 [オアシス],sub,think,1,31
